Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);428;Latvia;2018;4,9;2018;Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);428;Latvia;2019;4,8;2019;Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2012;9,3;2012;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2013;6,9;2013;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2014;7,6;2014;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2015;8,1;2015;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2016;7,0;2016;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);422;Lebanon;2017;6,5;2017;WTTC publications;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2009;2,8;2009;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2010;2,7;2010;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2011;2,8;2011;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2012;2,9;2012;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2013;3,0;2013;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2014;3,1;2014;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2015;3,0;2015;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2016;3,0;2016;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2017;3,0;2017;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2018;2,9;2018;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2019;2,9;2019;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);440;Lithuania;2020;1,7;2020;Statistics Lithuania, 2020 - provisional data, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2014;1,3;2014;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2015;1,2;2015;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2016;1,3;2016;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2017;1,3;2017;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2018;1,3;2018;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2019;1,2;2019;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);442;Luxembourg;2020;1,0;2020;National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2010;53,9;2010;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2011;57,6;2011;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2012;57,6;2012;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2013;58,6;2013;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2014;55,0;2014;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2015;46,7;2015;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2016;45,8;2016;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);446;Macao, China;2017;48,4;2017;Statistics and Census Service (DSEC);The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2013;4,5;2013;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2014;3,5;2014;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2015;3,4;2015;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2016;3,4;2016;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2017;3,5;2017;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2018;3,4;2018;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2019;2,7;2019;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);454;Malawi;2020;1,6;2020;Annual Economic Reports and WTTC;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2008;4,9;2008;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2009;5,4;2009;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2010;5,6;2010;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2011;5,6;2011;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2012;5,7;2012;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2013;6,0;2013;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2014;6,3;2014;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2015;6,4;2015;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2016;6,6;2016;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2017;6,4;2017;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2018;6,5;2018;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2019;6,8;2019;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2020;2,0;2020;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);458;Malaysia;2021;0,9;2021;Department of Statistics Malaysia, Tourism Satellite Account 2020, Tourism Satellite Account 2019, Tourism Satellite Account 2018, Tourism Satellite Account 2017, Tourism Satellite Account 2015, Tourism Satellite Account 2005-2013;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);470;Malta;2010;5,9;2010;National Statistics Office, National Accounts, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2008;2,6;2008;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2009;2,5;2009;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2010;2,3;2010;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2011;2,2;2011;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2012;2,1;2012;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2013;1,9;2013;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2014;2,1;2014;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2015;2,2;2015;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2016;2,3;2016;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2017;2,3;2017;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2018;2,3;2018;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2019;2,5;2019;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2020;2,0;2020;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);584;Marshall Islands;2021;1,8;2021;Economic Policy Planning and Statistics Office;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2008;2,2;2008;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2009;2,2;2009;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2010;2,5;2010;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2011;2,6;2011;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2012;2,5;2012;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2013;2,4;2013;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2014;2,4;2014;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2015;2,4;2015;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);474;Martinique;2016;2,5;2016;ComitÇ Martiniquais du Tourism (CMT);Inbound tourism direct GDP over the total GDP. Inbound tourism direct Gross Value Added;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2010;9,6;2010;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2011;10,0;2011;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2012;9,9;2012;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2013;9,0;2013;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2014;9,1;2014;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2015;9,2;2015;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2016;9,2;2016;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2017;9,1;2017;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);480;Mauritius;2018;9,1;2018;National Accounts and Balance of Payments of Mauritius 2017 /Supply and Use Table (SUT) 2013;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2008;8,3;2008;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2009;8,5;2009;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2010;8,4;2010;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2011;8,2;2011;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2012;8,2;2012;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2013;8,5;2013;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2014;8,5;2014;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2015;8,7;2015;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2016;8,6;2016;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2017;8,5;2017;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2018;8,4;2018;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2019;8,5;2019;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);484;Mexico;2020;6,7;2020;Tourism Satellite Account 2020, via cooperation UNWTO - OECD.;Base year 2013;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2014;0,5;2014;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2015;0,502653122;2015;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2016;0,448845983;2016;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2017;0,500518605;2017;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2018;0,561540381;2018;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2019;0,675536753;2019;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2020;0,179603715;2020;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);498;Moldova, Republic of;2021;0,454884;2021;NBS;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2015;0,2;2015;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2016;0,2;2016;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2017;0,2;2017;;;C;PERCENT;G;ST_GDP_ZS
